Title,Lyrics,Source File
The Strangers,"Lover, I don't play to win but for the thrill until I'm spent And I threw flowers in your face on my sister's wedding day You showed up with a black eye, looking to go start a fight Playboys under the mattress, like I wouldn't notice What do I share? What do I keep from all the strangers who sleep where I sleep? Desperate don't look good on you, neither does your virtue Good souls have born better sons, better souls born worse ones What do I share? What do I keep from all the strangers who sleep where I sleep? You showed up with a black eye, looking to finish a fight And lover, I don't play to win but for the thrill until I'm spent",Lyrics_Actor.json
Save Me from What I Want,"Keys are in my pocket and they Watch your step Rattle you away Watch your step Seventh floor apartment and a Watch your step Fiery escape, but Watch your step I'm a wife in watercolors Watch your step I can wash away what Watch your step Seventeen cold showers couldn't Watch your step Wash away Save me, save me Save me from what I want Save me, save me Save me from what I want Honey, what reveals you is what you Watch your step Try and hide away Watch your step You could tell the planets or your Watch your step Pillowcase, but Watch your step I'm a wife in watercolors Watch your step I can wash away what Watch your step Seventeen cold showers couldn't Watch your step Wash away Save me, save me Save me from what I want Save me, save me Save me from what I want Save me, save me Save me from what I want Save me, save me Save me from what I want Save me, save me Save me from what I want Save me, save me Save me from what I want",Lyrics_Actor.json
The Neighbors,"Sister, say a prayer for us One we learned from nuns and such I won't believe, not a word you speak Just make it sweet to hear Let's pour wine in coffee cups And drive around the neighborhood And shine the headlights on houses Until all the news is good What would your mother say? What would your father do? What would the neighbors think? How am I supposed to sleep? Roaming blackouts on the street Oh, not a word, not another speech We'll run the headlights down These kids are foaming at the mouth Psychotropic Capricorns Tomorrow's some kind of strangerland Where all the news is good What would your mother say? What would your father do? What would the neighbors think? If they only knew, knew How can Monday be alright Then on Tuesday, lose my mind? Tomorrow's some kind of stranger Who I'm not supposed to see What would your mother say? What would your father do? What would the neighbors think? If they only knew, knew",Lyrics_Actor.json
Actor Out of Work,"You're a supplement, you're a salve You're a bandage, pull it off I can quit you, cut it out You're a patient, iron lung You're a cast-signed broken arm You're an actor out of work You're a liar and that's the truth You're an extra lost in the scene You're a boxer in the ring With brass knuckles underneath You're the curses through my teeth You're the laughter, you're the obscene You're a supplement, you're a salve You're a bandage, pull it off I think I love you, I think I'm mad You're a cast-signed broken arm You're an actor out of work I think I love you, I think I'm mad You're a boxer in the ring With brass knuckles underneath I think I love you, I think I'm mad",Lyrics_Actor.json
Black Rainbow,"There's a black rainbow above my house Match the curtains and the floors Think I'm glass, I think I'm breaking it Wrecking ball outside the door Let the children act like furniture For the ladies of the lawn But I can't see them, I can't see at all Here, it's night time all the time Bird outside the kitchen, fighting his reflection Tell him I got nothing for him Bird outside the kitchen, fighting his reflection What's he going to win when he wins? Unkissed boys and girls of paradise Lining up around the block Back pockets full of dynamite While the neighbors talk and talk and talk Bird outside the kitchen, fighting his reflection Tell him I got nothing for him Bird outside the kitchen, fighting his reflection What's he going to win when he wins? Throw the phone out the window If you want the neighbors woke You'll have to shout out loud And set the bed alight and slow If you want the neighbors woke You'll have to shout even louder",Lyrics_Actor.json
Laughing with a Mouth of Blood,"Just like an amnesiac trying to get my senses back Laughing with a mouth of blood from a little spill I took See, I'll trade in my plot of land for a plane to anywhere And I can't see the future but I know it's got big plans for me All of my old friends aren't so friendly All of my old haunts are now haunting me Holed up at the Motel Ritz with a televangelist At the bottom of a swimming pool with all the water out of it I'm sending consolation prizes to my next of kin, allies And I can't see the future but I know it's watching me All of my old friends aren't so friendly All of my old haunts are now haunting me Tell my sister that I miss her Tell my brother that it gets much easier Tell my sister that I miss her Tell my brother that it gets much easier All of my old friends aren't so friendly And all of my old haunts are now haunting me All of my old friends aren't so friendly And all of my old haunts are now haunting me",Lyrics_Actor.json
Marrow,"Muscle connects to the bone And bone to the ire and the marrow I wish I had a gentle mind and a spine made up of iron Mouth connects to the teeth And teeth to the loves and the curses Honey, can you reach the spots that need oiling and fixing? H-E-L-P Help me, help me H-E-L-P Help me, help me Muscle connects to the bone And bone to the ire and the marrow So I pretend there aren't ten strings tied to all ten of my fingers H-E-L-P Help me, help me If you want, we could go somewhere else H-E-L-P H-E-L-P H-E-L-P H-E-L-P",Lyrics_Actor.json
The Bed,"We're sleeping underneath the bed To scare the monsters out With our dear daddy's Smith and Wesson We've gotta teach them all a lesson Don't move Don't scream or we will have to shoot Stop right where you stand We need a chalk outline if you can Put your hands where we can see them, please We're holding up the lids of our eyes And showing just the whites ""Mary, no one has such small hands No, not the wind, not even that."" Don't move Don't scream or we will have to shoot Stop right where you stand We need a chalk outline if you can Put your hands where we can see them, please Stop right where you stand We need a chalk outline if you can Put your hands where we can see them, please",Lyrics_Actor.json
The Party,"Honey, the party, you went away quickly But oh, that's the trouble with ticking and talking I lick the ice cube from your empty glass Oh, we've stayed much too late Till they're cleaning the ashtrays Do you have change or a button or cash? Oh, my pockets hang out like two surrender flags Oh, but I'd pay anything to keep my conscience clean I'm keeping my eye on the exit sign, steady now How did we get here? With creaks in these chairs Oh, there aren't enough hands to point all the fingers But I sit transfixed by a hole in your tee shirt Oh, I've said much too much and they're trying to sweep up",Lyrics_Actor.json
Just the Same but Brand New,"The people in the street had overtaken you By the time you rounded Second Avenue So I walked away, all perfumed Felt just the same but brand new And anything you wrote, I checked for codes and clues The letters stopped unceremoniously in June So I changed my I's and A's to yours I'm just the same but brand new And I do my best impression of weightlessness now, too And I might be wrong, I might be wrong, I might be wrong But honey, I believed I could Float away, dangling I'm just the same but brand new to you",Lyrics_Actor.json
The Sequel,"Oh, honey, I was there in the dark where you lay And I saw you with a scent on your hands Going out to get you something Oh, honey, I was there in the dark where you lay And I saw you with a scent on your hands Going out to get you something One, two, three flight apartment street side Bodies like wrecking balls fuck, fuck with dynamite",Lyrics_Actor.json
Oh My God,"The dishes in the sink don't care if I wake late Or soak till the bath goes cold Leave the bed unmade 'Cause when the drink goes in, the devil comes out Days go by, still the past don't seem so far The drink goes in, the devil comes out Days go by, still the past don't seem so far Oh my God Oh my God The plants in all the windows aren't listening for the door Or counting all the footsteps Keeping the bath warm 'Cause when the drink goes in, the devil comes out Days go by, still the past don't seem so far The drink goes in, the devil comes out Days go by, still the past don't seem so far Oh my God Oh my God Oh you're gone Oh you're gone Oh you're gone Oh my God Oh my God Oh my God Oh my God",Lyrics_Actor.json
Hell Is Near,"Empty cup and a can full of marigolds Half-burned candle, a picture pinned on the wall Letters, records, and ash on linoleum Signs of life, the beginning, the beginning Our beginning, begin again I was bare And your word was still warm in my hand I was bare Wanted all under Heaven allowed Snubbed-out smoke in a pack from the Nowhere Inn Water glass with the smudge of a lipstick stain Box of nails, olive branch, and the Holy Ghost Leave the rest, but come back for the marigolds To begin to be, to begin to bе, to begin to be still ahead I was barе And your word was still warm in my hand I was bare Wanted all under Heaven allowed Give it all away, you give it all away 'Cause the whole world's watching you Give it all away, you give it all away 'Cause the whole world's watching you Give it all away, you give it all away 'Cause the whole world's watching you Give it all away, you give it all away 'Cause the whole world's watching you",Lyrics_AllBornScreaming.json
Reckless,"I watched you all night till the dawn had come And the angels came down and picked you up Breathless The smell of your hair on curtains, babe The wind blew the windows out in the rain Reckless, reckless And every part of you is in me now There's no going back, I breathe you out Breathless, breathless, breathless London sun, the air like a shot Hey, ma, I’m cracking, cracking up And I've been mourning you since the day I met you Stranger, come in my path and I'll eat you up I, I’ll tear you limb from limb or I'll fall in love Reckless, reckless, reckless If your love was an anchor then I am lost at sea I hear the riders calling, they're calling for me Calling for me, calling for me Calling for me, calling for me Calling for me, calling for me Calling for me, calling for me",Lyrics_AllBornScreaming.json
Broken Man,"On the street, I'm a king-sized killer I can make your kingdom come On my feet, I'm an earthquake shakin' So open up, my little one Hey, what are you looking at? Who the hell do you think I am? And what are you looking at? Like you never seen a broken man Lover, nail yourself right to me If you go, I won't be well I can hold my arms wide open But I need you to drive the nail Like, what are you looking at? Well, who the hell do you think I am? Hey, what are you looking at? Like you never seen a broken man Well, how do you see me now? You built my tower to tear it down But how could you see me now? If I stopped cracking up myself I stopped cracking up Who the hell do you think I am? Hey, hey Like you never seen a broken man Like you never seen a broken man Like you never seen a broken man Hey, hey, hey Lover, nail yourself right to me If you go, I won't be well I can hold my arms wide open But I need you to drive the nail What are you looking at? What are you looking at? What are you looking at? Hey, hey What are you looking at? What are you looking at? What are you looking at? Hey, hey, hey",Lyrics_AllBornScreaming.json
Flea,"I'm just like a hungry little flea Jumping on somebody's warm body When you start to itch and scratch and scream Once I'm in, you can't get rid of me Once I'm in, you can't get rid of me Drip you in diamonds, pour you in cream You will be mine for eternity Hair in my shears, fall at your feet You will be mine for eternity When you're walking down your sunny street Thinking of your bills or what to eat Then you feel that little prick from me I look at you and all I see is meat Drip you in diamonds, pour you in cream You will be mine for eternity I'll bring you china, milk for your tea You will be mine for eternity Eternity Drip you in diamonds, pour you in cream You will be minе for eternity Hair in my shears, fall at your feet You will bе mine, my everything",Lyrics_AllBornScreaming.json
Big Time Nothing,"Don't blink, don't wait, don't walk, you're late Don't fall from grace, behave Don't trip, sashay Okay, sashay Don't kid, don't blame, don't snap, insane Don't crack, don't act your age Don't change your name It's all the rage Do ask but don't tell, don't laugh but do smile Don't have a glass, don't stay a while Don't take a pic Don't feel so sick Big time nothing I look inside, I look inside, I look inside Nothing I look inside, I look inside, I look inside Your eyes One, two, one two Don't show, don't flake, go hard, debase Don't make a dishonest mistake Don't be so sure I need a cure One more score Big time nothing Just like a Big time nothing I, I, I I look inside, I look inside, I look inside Nothing I look inside, I look inside, I look inside your I look inside, I look inside, I look inside Nothing I look inside, I look inside, I look inside your eyes Uh Big time nothing Big time nothing Big time nothing Big time",Lyrics_AllBornScreaming.json
Violent Times,"Violent times Almost lost you in these violent times I forgot people could be so kind In these violent times Dollar signs Almost lost it chasing dollar signs Know the cost but I forgot the price Of buying my lie I must have been dreaming I fell down the well Waking up Waking up in hell Different eyes You're the same, but I got different eyes How could I ever have been so blind? Blame these violent times When all of the bombs inside All of the wires I hide All of the wasted nights chasing mortality When in the ashes of Pompeii Lovers discovered in an embrace For all eternity I must have been dreaming I fell down the well But I swear you were hearing me Through the noise and static and the call",Lyrics_AllBornScreaming.json
The Power’s Out,"Monday morning, subway station Pushers pushing, racers racing Came the message on the station ""The power's out across the nation"" And, ""Ladies and gentlemen, it seems we got a problem"" The man on my screen said, just as somebody shot him And the mothers gasped, the children cried Almost could not believe my eyes The power's out And no one can save us No one can blame us now That the power's out It was pouring like a movie Every stranger looked likе they knew me Handsomе cowboys praying, Gothic Said, ""I just remembered being happy"" And ""Ladies and gentlemen, do remember me smiling"" The queer on the train said as she jumped off the platform And some blind folks held the police, crying I swear to you I would not lie The power's out And no one can save us No one can blame us now 'Cause the power's out And no one can save us No one can blame us now 'Cause the power's out That's why I never came home",Lyrics_AllBornScreaming.json
Sweetest Fruit,"My SOPHIE climbed the roof To get a better view of the Moon Moon My God, then one wrong step Took her down to the depths But for a minute, what a view What a view You're a natural, baby You don't have to quit Sweetest fruit You're a natural, baby You know this ain't it The sweetest fruit Is on the limb My Danny took a bus To find America It goes on and on and on and on and on 'Cause you're a natural, baby You don't have to quit Sweetest fruit You're a natural, baby You know this ain't it The sweetest fruit Is on the limb You're a natural, baby You don't have to quit The sweetest fruit You're a natural, baby, you know No, this ain't it The sweetest fruit You're a natural, baby You know this ain't it The sweetеst fruit",Lyrics_AllBornScreaming.json
So Many Planets,"Misfiring chemicals and scary ideas This revolution isn't fun, ma I'm out of fashion, I got God on my heels I'm dropping promises like H-bombs But keep calm I'm at the back of my head Watching my life happening Watching the sink filling red And I'm not stopping it I have to visit so many planets Before I find my own I fall asleep in the golden highway Before I finally find it Hemorrhaging heartthrob with a six-pack of beer Leaning outside her burned-out window She isn't smiling, but she's happy you're here We'll make a killing from her trauma Oh, mama Here at the back of my head Watching my life happening Feeling distinct smithereens I've gotten usеd to it I have to visit so many planets Beforе I find my own I fall asleep in the golden highway Before I finally find Finally find it La-la-la-la La-la-la-la La-la-la-la La-la La La La",Lyrics_AllBornScreaming.json
All Born Screaming,"I have climbed power lines and mountains Just to feel above the ground I have crawled out your hallowed houses Just to feel my headache pound I feel like graffiti on a urinal in the abattoir Well, it goes and it goes I can't stop my legs, I can't feel my feet I own nothing and nothing owns me We're all born screaming We're all born screaming Aye-ah, aye-ah, aye-ah I have climbed into open arms They turned into a straitjacket Stolen hearts I didn't need, but Man, I always paid for them I was a pantomime of a modern girl Those were thе days and I was miserable A karaoke vеrsion of Leonard's ""Hallelujah"" My whole damn life, I had never exhaled Well We're all born screaming We're all born screaming We're all born screaming We're all born screaming Aye, well, aye Well, well, well Oh-oh All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming All born screaming",Lyrics_AllBornScreaming.json
El Infierno Está Cerca,"Copa vacía lata con caléndulas Vela quemada, foto clavada en la pared Letras, registros y joyas sobre el suelo Signos de vida, el principio, el principio El principio otra vez Desnuda Y tus promesas cálidas Desnuda Quería todo bajo el cielo Humo de un cigarrillo del Nowhere Inn Vaso de agua con mancha de labial Caja de clavos y espíritu santo Deja el resto pero vuelve por caléndulas El principio, el principio El principio otra vez Desnuda Y tus promesas cálidas Desnuda Quería todo bajo el cielo Regálalo todo, rеgálalo todo Por el mundo entero Rеgálalo todo, regálalo todo Por el mundo entero Regálalo todo, regálalo todo Por el mundo entero Regálalo todo, regálalo todo Por el mundo entero",Lyrics_TodosNacenGritando.json
Salvaje,"Te miré toda la noche, llegó el amanecer Y los ángeles bajaron y te besaron Salvaje El olor de tu pelo en las cortinas El viento arrasó las ventanas Salvaje, salvaje Y cada parte de ti ahora está dentro de mí No hay vuelta atrás, te respiro Salvaje, salvaje, salvaje El sol de Londres, el aire, un tiro Me estoy desmoronando, desmoronando, madre Salvaje, salvaje, salvaje Y he еstado de luto por ti desde quе te conocí Extraño, ven a mi camino, te comeré Te haré pedazos o me enamoraré Salvaje, salvaje, salvaje Si tu amor fuera una ancla, estoy perdida en el mar Escucho a las sirenas llamando por mí Llamándome a mí, llamándome a mí Llamándome a mí, llamándome a mí Llamándome a mí, llamándome a mí Llamándome a mí, llamándome a mí",Lyrics_TodosNacenGritando.json
Hombre Roto,"En la calle soy un gran asesino Puedo hacer caer tu reino De pie soy terremoto temblando Ábrete, mi pequeño ¿Qué estás mirando? ¿Quién crees que soy? ¿Y qué estás mirando? ¿Has visto un hombre roto? Amor, clávate a mí Si te vas, no estaré bien Aquí estoy, con mis brazos abiertos Pero tú tienes que clavar el clavo ¿Qué estás mirando? ¿Quién crees que soy? ¿Y qué estás mirando? ¿Has visto un hombre roto? ¿Y cómo me ves ahora? Me rompiste en pedacitos ¿Y cómo me ves ahora? Si ya no me vuelvo loca Si no me vuelvo loca ¿Quién crees que soy? ¿Has visto un hombre roto? ¿Has visto un hombre roto? ¿Has visto un hombre roto? Hey, hey, hey ¿Quién crees que soy? ¿Has visto un hombre roto? ¿Quién crees que soy? ¿Has visto un hombre roto? ¿Qué estás mirando? ¿Qué estás mirando? ¿Qué estás mirando? Hey, hey, hey ¿Qué estás mirando? ¿Qué estás mirando? ¿Qué estás mirando? Hey, hey, hey",Lyrics_TodosNacenGritando.json
Pulga,"Soy una pequeña pulga ya Saltando sobre un cuerpo cálido Empiezas a picar, rascar, gritar Ya dentro no te librarás de mí Ya dentro no te librarás de mí Te daré diamantes, te ahogo con crema Serás mío para eternidad El pelo, mis tijeras, caen en tus pies Serás mío para eternidad Pasando por una calle soleada Pensando en tus cuentas o en qué comer Sentirás el pinchazo de mí Te miro y solo veo carne Te daré diamantes, te ahogo con crema Serás mío para eternidad Te daré porcelana, leche para tu té Serás mío para eternidad Eternidad Te daré diamantes, te ahogo con crema Serás mío para eternidad El pelo, mis tijeras, caen en tus pies Serás mío para eternidad",Lyrics_TodosNacenGritando.json
El Mero Cero,"No veas, no esperes No vengas, vas mal Más bien: compórtate Tranquilo, sashay, okey, sashay No bromees, no culpes, ojo loco No toques, no seas viejo No seas tan serio, está de moda Pregunta, no digas No te rías, sonríe No tomes trago, eres raro No tomes foto, aléjate un poco Mero cero Miro adentro, miro adentro, miro adentro Miro adentro, miro adentro, miro adentro Tus ojos Uno, dos Uno, dos No muestres, no falles Más duro, degrades No hagas error deshonesto ¿Estás segura? Necesito cura, una dosis más Mero cero Mero cero, yo, yo, yo Miro adentro, miro adentro, miro adentro Miro adentro, miro adentro, miro adentro Miro adentro, miro adentro, miro adentro Miro adentro, miro adentro, miro adentro Tus ojos Mero cero Mero cero Mero cero Mero cero",Lyrics_TodosNacenGritando.json
Tiempos Violentos,"Tiempos violentos Casi te pierdo en estos tiempos violentos Gente puede ser tan amable En estos tiempos violentos Dinero Casi perdí todo persiguiéndolo Sé el precio pero me cuesta creer mis mentiras Estaba soñando Caí dentro de un pozo Despertándome Despertándome en el infierno Ojos nuevos Eres la misma, pero tengo ojos nuevos ¿Cómo pude ser tan ciega? Culpo estos tiempos violentos Cuando todas las bombas Dentro de todos los cables Escondo todas las noches desperdiciadas Cuando en las cenizas de Pompeya Hay amantes abrazados Por toda una eternidad Estaba soñando Caí dentro de un pozo Pero seguro me oías A través del ruido, los susurros",Lyrics_TodosNacenGritando.json
Se Fue La Luz,"La mañana en el metro Empujando corredores El mensaje en el metro ""Se fue la luz por todo el país"" ""Señoras y señores, tenemos un problema"" Un hombre dijo justo que le dispararon Y las madres gritan, los niños lloran No podía creer mis ojos Se fue la luz Y nadie nos salvará Nadie nos salvará ahora Porque se fue la luz Y en la lluvia como película Los extraños parecían conocerme Vaqueros guapos 'tán rezando Diciendo: ""Yo recuerdo ser feliz"" ""Señoras y señores, se acuerdan de mi sonrisa"" El extraño dijo mientras se tiró de la plataforma Ciegos vieron la policía llorar Te juro que no mentiría Se fue la luz Y nadie nos salvará Nadie nos salvará ahora Se fue la luz Y nadie nos salvará Nadie nos salvará ahora Porque se fue la luz Y por eso nunca regresé",Lyrics_TodosNacenGritando.json
La Fruta Mas Dulce,"Mi SOPHIE se trepó Al techo para ver a la luna Luna Ay, Dios, un mal paso La mandó tumbando Pero por un momento qué vista Qué vista Eres una natural No renuncies La fruta más dulce Eres una natural Sabes que este no es La fruta más dulce Está por las ramas Mi Danny tomó un tren Para ver América Eso sigue, sigue, sigue, sigue, sigue Eres una natural No renuncies La fruta más dulce Eres una natural Sabes que este no es La fruta más dulce Está por las ramas Eres una natural No renuncies La fruta más dulce Eres una natural Sabes que еste no es La fruta más dulce Erеs una natural No renuncies La fruta más dulce",Lyrics_TodosNacenGritando.json
Tantos Planetas,"Químicos fallando e ideas de terror Revolución, no me gusta No estoy de moda y aquí viene Dios Dejo promesas como bombas, pero calma Dentro de mi mente Viendo mi vida pasar Lavabo lleno rojo Pero no lo pararé Tengo que ir a los planetas Hasta que encuentre el mío Dormida en carretera dorada Antes de encontrarla Rompecorazones con unas cervezas Asomándose de su ventana No está sonriendo, pero está feliz Hacemos lana de su trauma Ay, mamá Dentro de mi mente Viendo mi vida pasar Me siento enferma Y ya me acostumbré Tengo que ir a los planetas Hasta que encuentre el mío Dormida en carretera dorada Antes de encontrarla Antes de encontrarla La-la-la-la La-la-la-la La-la-la-la La-la La La La",Lyrics_TodosNacenGritando.json
Todos Nacen Gritando,"He escalado nubes y montañas para no sentir el suelo Me he arrastrado fuera de casas santas y me duele la cabeza Y me siento como basura en el matadero, pues así, así va Estoy corriendo, no siento mis pies No tengo nada, nada me pertenece, oh, eah Todos nacemos gritando Todos nacemos gritando Oh-oh Oh-oh Oh-oh Me he metido a brazos abiertos que me atraparon Corazones robados, no eran míos Pero yo pago por ellos Yo era pantomima de mujer moderna Él se fue antes y me sentía muy mal Una versión fea de ""Hallelujah"" V Todos nacemos gritando Todos nacemos gritando Todos nacemos gritando Todos nacemos gritando Oh-oh Oh-oh Oh-oh Oh-oh Oh-oh Oh-oh Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando Todos nacen gritando",Lyrics_TodosNacenGritando.json
Chloe in the Afternoon,"You're all legs I'm all nerves Black lacquered Horse-hair whip By your heels Heal my hurt Horse-hair whip Be your floor Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon No kisses, no real names No kisses, no real names Who will hear Hear your word? Ring, ring phone Send you home Find my heels Heal my hurt White, white shirt Back to work Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon Chloe in the afternoon",Lyrics_StrangeMercy.json
Cruel,"Bodies, can't you see what everybody wants from you? Forgive the kids For they don't know how to live Run the alleys, casually Cruel, cruel Bodies, can't you see what everybody wants from you? If you could want that, too They could take or leave you So they took you and they left you How could they be casually Cruel, cruel, oh-hoh Cruel, cruel, oh-hoh Bodies, can't you see what everybody wants from you? If you could want that, too Then you'll be happy You were the one waving flares in the air So they could see you And they were the zephyr blowing past you Blowing fastly so they can't see you Cruel, cruel, oh-hoh Cruel, cruel, oh-hoh Cruel, cruel, oh-hoh Cruel, cruel, oh-hoh",Lyrics_StrangeMercy.json
Cheerleader,"I've had good times with some bad guys I've told whole lies with a half smile Held your bare bones with my clothes on I've thrown rocks, then hid both my arms I don't know what good it serves Pouring my purse in the dirt But I-I-I-I-I don't wanna be your cheerleader no more I-I-I-I-I don't wanna be your cheerleader no more I've played dumb when I knew better Tried too hard just to be clever I know honest thieves I call family I've seen America with no clothes on But I-I-I-I-I don't wanna be a cheerleader no more I-I-I-I-I don't wanna be a cheerleader no more I don't know what I deserve But, for you, I could work 'Cause I don't wanna be a cheerleader no more I don't wanna be a cheerleader no more I don't wanna be a cheerleader no more I don't wanna be a bird eater no more I don't wanna be a dirt eater no more I don't wanna be a cheerleader no more",Lyrics_StrangeMercy.json
Surgeon,"I spent the summer on my back Another attack Stay in just to get along, get along, get along Turn off the TV, wade in bed A blue and a red A little something to get along, get along, get along Get along, get along, get along Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open Dressing, undressing for the wall If mother calls She knows well we don't get along, get along, get along I tell the mailman, ""Never you mind I'll sift through the piles"" And for him to just get along, get along, get along Get along, get along, get along Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open Best, finest surgeon Come cut me open",Lyrics_StrangeMercy.json
Northern Lights,"If you say it is, then I guess it is What you say it is, but I don't feel anything 'Cause your pendulum is in swing again Yeah, your pendulum hasn't swung back in It's a champagne year full of sober months Through my maudlin days, through my dry moments I saw the Northern, Northern Lights Convinced it was the end of times I saw the Northern, Northern Lights Gotta get young fast Gotta get young quick Gotta make this last If it makes me sick I saw the Northern, Northern Lights Convinced it was the end of times I saw the Northern, Northern Lights Convinced it was the end of times I saw the Northern, Northern Lights I saw the Northern, Northern Lights I saw the Northern, Northern Lights I saw the Northern, Northern Lights",Lyrics_StrangeMercy.json
Strange Mercy,"Oh, little one, I know you've been tired for a long, long time And oh, little one, I ain't been around for a little while But when you see me, wave Oh, little one, your Hemingway jawline looks just like his Our father in exile For God only knows how many years But when you see him, wave Through double pane I'll be with you, lost boys Sneaking out where the shivers won't find you Oh, little one, I'd tell you good news that I don't believe If it would help you sleep Strange mercy If I ever meet the dirty policeman who roughed you up No, I, I don't know what If I ever meet the dirty policeman who roughed you up I'll be with you, lost boys Sneaking out where the shivers won't find you",Lyrics_StrangeMercy.json
Neutered Fruit,"Did you ever really stare at me? Did you ever really stare at me... Like I stared at you? I ate flowers in the backyard A finely neutered fruit Shot a hundred arrows at a doe A hundred sparrows booed Did you ever really stare at me? Did you ever really stare? Did you ever really stare at me... Like I stared at you? Don't run Don't run, little rabbit, run Don't run Don't run, little bunny, run Did you ever really stare at me? Did you ever really stare? Did you ever really stare at me... Like I stared at you? Did you ever ride a bear for me? Did you ever really care Did you ever really care for me... Like I cared for you? Don't run Don't run Don't run Don't run",Lyrics_StrangeMercy.json
Champagne Year,"So I thought I'd learned my lesson But I secretly expected A choir at the shore And confetti through the falling air I make a living telling people what they want to hear It's not a killing, but it's enough to keep the cobwebs clear 'Cause it's not a perfect plan It's not a perfect plan But it's the one we got It's not a perfect plan But it's the one we got 'Cause I make a living telling people what they want to hear And, boy, I tell you, it's gonna be a champagne year",Lyrics_StrangeMercy.json
Dilettante,"Oh, Elijah Don't make me wait Nobody's winning The sharks are swimming in the red Oh, Elijah Don't make me wait While you are sleeping My mind goes creaking down the wall Slow down Dilettante So I can limp beside you I’m following your houndstooth Hang on Street savant My bank in my back pocket How far you think it'd take us? You're like a party I heard through a wall I'm always watching you through a keyhole But let's not forget Let's not forget Let's not forget Why we crawled here Oh, Elijah Don't make me wait I got no patience For an estrangement anyway Wake up Avenue C Your hometown is still sleeping You're like a party I heard through a wall Invite me I'm always watching you through a keyhole But let's not forget Let's not forget Let's not forget Where we crawled from Oh, Elijah Don't make me wait What is so pressing That you can't undress me, anyway?",Lyrics_StrangeMercy.json
Hysterical Strength,"Hey, it's your blood That makes my veins run It's true So I tried to give it back to you Young one, look at me It's not your beast to leash Oh, don't hold more than you can stand to carry Must have been the case Hysterical strength To stand up While the room moved off its axis Old man, look at me Through the teeth of your grief Oh, don't grab more than you can stand to carry 'Cause you went off to seize What no one else could see Oh, and left more than we could stand to bury But it ain't, it ain't, it ain't, it ain't It ain't on you No, it ain't, it ain't, it ain't, it ain't It ain't on you No, it ain't, it ain't, it ain't, it ain't It ain't on you No, it ain't, it ain't, it ain't, it ain't It ain't on you No, it ain't, it ain't, it ain't, it ain't It ain't on you",Lyrics_StrangeMercy.json
Year of the Tiger,"When I was young Coach called me the tiger I always had A knack with the danger Living in fear in the year of the tiger Living in fear in the year of the tiger Italian shoes Like these rubes know the difference Suitcase of cash In the back of my stick shift I had to be the best of the bourgeoisie Now my kingdom for a cup of coffee Living in fear in the year of the tiger Living in fear in the year of the tiger Living in fear in the year of the tiger Living in fear in the year of the tiger Oh, America, can I owe you one? Oh, America, can I owe you one? Oh, America, can I owe you one? Oh, America, can I owe you one? Living in fear in the year of the tiger Living in fear in the year of the tiger Living in fear in the year of the tiger Living in fear in the year of the tiger",Lyrics_StrangeMercy.json
This Wave,"He's gonna burn up deep in Texas I'll freeze alone in New York City We made the best of a disaster And I pull my jacket closer I lit a candle for you in Rome I did the same in Mexico Oh, won't you tap me on the shoulder When the scary scene is over? I feel as guilty as Jiminy And like a piggy-headed Yankee But I did not see this wave coming In time to wake you up In time, in time to warn you of In time, in time to pull you from it",Lyrics_StrangeMercy.json
Rattlesnake,"Follow the power lines back from the road No one around, so I take off my clothes Am I the only one in the only world? I see the snake holes dotted in the sand As if Seurat painted the Rio Grande Am I the only one in the only world? Sweating, sweating, no wind whipping behind me Sweating, sweating, no one will ever find me The only sound out here is my own breath And my feet stuttering to make a path Am I the only one in the only world? Is that the wind finally picking up? Is that a rattle sounding from the brush? I'm not the only one in the only world Running, running, running, rattle behind me Running, running, running, no one will find me Running, running, running, rattle behind me Running, running, no one will ever find me Sweating, sweating, sweating, rattle behind me Running, running, no one will ever find me Sweating, sweating, sweating, rattle behind me Running, running, no one will ever find me",Lyrics_St.VincentDeluxeEdition.json
